,Unnamed: 0,airline_name,author,author_country,content,cabin_flown,overall_rating,seat_comfort_rating,cabin_staff_rating,food_beverages_rating,inflight_entertainment_rating,value_money_rating,Month,Year,recommended
10586,15307,emirates,M Gittens,United Kingdom,We flew A380 to Dubai then 777 to Bangkok. Both flights on time. Loved the A380 it was so spacious we sat in row 88 at the back. The A380 was really quiet too. The 777 felt more cramped and was not as comfy. The IFE is brilliant both touch screens. Finally the food. We fly long haul twice a year but the Emirates food is by far the best we have had. Can't wait to fly with them again.,Economy,10,4,5,5,5,5,1,2015,1
5287,7261,allegiant-air,B Driscoll,United States,Have flown out of Grand Island NE to Phoenix/Mesa twice in the past two years. All departures were on time as well as arrivals. Staff at both ends pleasant. Can't speak of any other routes but this particular one seems to be doing a good job. Mesa airport can't be beat from what I have experienced.,Economy,10,4,4,0,0,5,6,2014,1
2607,3439,air-france,Zafrullah Hamzah,Ireland,Paris CDG to Singapore return in first class. There was a change in aircraft on the outbound flight and I did not experience the new cabin but staff were excellent and I was alone in the first class cabin. The first class lounge in Paris was fabulous with an exclusive ambience. I was disappointed that I could not enjoy the complimentary massage as the therapist was ill but the rest of the service was excellent. Escorted through security and immigration control with no stress and driven to the aircraft in a limousine from the lounge. Return flight from Singapore was in the new first class cabin a really luxurious cabin with only four seats. Again was greeted as soon as I arrived at the Jet quay terminal in Changi airport and all details taken care off without any hassle. I was driven to the departure gate in a buggy a lovely gesture indeed. Overall Air France certainly knows how to define first class service. I have flown first class long haul with three other airlines before and not one could match the service of La Premiere with Air France. If I wanted to be critical there are some minor details. Firstly the cost is much higher than most other airlines. Secondly there is no complimentary limousine service to and from the airport. Thirdly they may need to provide a more extensive menu to cater for people who are originally from the region in South East Asia.,First Class,9,5,4,3,4,3,5,2015,1
19806,29338,qatar-airways,Ian Lancaster,United Kingdom,TRV-DOH-LHR Nov 12 Business. My first Qatar flight taking advantage of the airline joining OneWorld. And in one word - excellent. A320 (or was it 321?) out of Trivandrum to Doha big comfortable seat - a proper business/1st class seat not a pretend one like most airlines use on their single-aisle short-haul aircraft. A 50-minute transfer in Doha which went very smoothly (would I have made it if I'd had baggage or been in economy?) and a lie-flat seat on a 777 to LHR. Very attentive FAs decent food excellent AVOD on time (actually half-hour early in to LHR thanks to wind).,Business Class,10,5,5,4,5,5,11,2013,1
2496,3307,air-canada-rouge,Robert Genereux,Canada,Super Elite traveller purchased a business class ticket from Montreal to Cancun back in October 2013 (for an April 2014 trip). In March 2014 this flight became a rouge route - and this is not what I purchased originally. Rouge seats service IFE are not the same. You could not entertain a conversation with the staff in French. Wifi did not work at all so no IFE.,Premium Economy,1,1,1,4,1,1,5,2014,0
15162,22643,kenya-airways,M Levy,United Kingdom,Nairobi-LHR. I recently was unfortunate to have flown Kenya Airways. Flying Nairobi to Heathrow on the 23.45 flight we were told after we had all proceeded through the gate that it had been cancelled. This was at midnight. 2 staff were available to book over 200 people onto new flights. They were slow rude and lied about when they were able to do. They were very slow to provide any refreshments and were not able to accommodate everyone in hotels until the flights the following day - so we had to sleep on the floor. When I finally got a flight home the food was substandard the staff were rude and surly. Toilets were not cleaned or maintained. I will never be flying this airline again.,Economy,4,1,1,1,1,1,10,2011,0
10138,14531,delta-air-lines,Leo Enticknap,United States,ONT-SLC-CDG-AMS-MME on 2-3 December (some of the flights were on AF and KL metal but it was a Delta ticket with DL flight numbers for all the segments). An unremarkable and hassle-free journey: all flights were on time the vegan meal I requested for the transatlantic leg was there and both I and my suitcase made it successfully through three quite tight connections (though if I hadn't been able to use the Priority lane at CDG as a result of being a Flying Blue gold I don't think I'd have made that one). Delta's refurbished 767-300ERs are a vast improvement on the previous cabin - they're now even nicer than the ex-Northwest A330s. The legroom in economy comfort is such that at 201cm tall I didn't feel cramped at all and the reading light actually lets you read without eyestrain. My only beef here is that the IFE was virtually unviewable because of the constant stream of PA announcements throughout the flight that kept pausing it. After an hour of trying to watch a movie I'd only seen about 20 minutes of actual footage and when someone came on the PA yet again to tell me in French that Delta extends a special welcome to Skyteam partners etc. I gave up and read a book.,Economy,8,4,4,4,2,3,12,2013,1
18796,28094,qantas-airways,John Geoffrey Pierson,United States,DFW-BNE-SYD on 9/8-10/14 in Business Class upper deck of 747. Excellent flight in every respect: spacious seat layout very comfortable seats in all positions but particularly in sleep mode good food especially the late night supper. Flight attendants were experienced and efficient friendly and accommodating. Video selections a bit odd but interesting with plenty of choices. New crew and another breakfast from Brisbane to Sydney equally good. Qantas lounges in DFW and Brisbane were fine. Luggage on the carousel before we arrived after a fast pass through immigration.,Business Class,10,5,5,5,5,5,9,2014,1
7251,10229,brussels-airlines,D Naert,Belgium,BRU-MAN-BRU in b.light. Straightforward hassle-free lights. Outbound flight in nearly full RJ 100 return flight RJ 85. Easy mobile check-in no delays and remarkably no wait for luggage in BRU. Food for purchase menu totally uninspiring. Reasonable value for 137 euro return.,Economy,7,3,4,2,0,4,4,2012,1
23891,36747,tigerair,George Koulakis,Australia,Flew from Melbourne to Sydney and once again Tiger Air failed. It started with 2 flight attendance who decided it would ok to argue with each other in front of us as one raised her voice to the other while the second mumbled under her breath and stomped off. After getting strapped in we were treated to a 70 minute wait with no explanation as to why we were not moving. Finally the cabin door opened and ground crew took some paperwork from the pilots and raced off back to the terminal only to wait a further 15 minutes before we could head off. Luckily for me I wasn't catching a connection flight that day as I made sure to fly the following day knowing full well what Tiger is like.,Economy,1,2,1,0,0,3,7,2013,0
7411,10451,british-airways,Tony Vanovitch,United Kingdom,I returned from JFK last Friday morning reasonable flight although delayed for an hour and a half. Main meal was okay but the breakfast was appalling a stale croissant with some jam. I paid good money for this flight. Really disappointed quality is slipping away.,Economy,4,2,2,1,2,3,1,2015,0
8802,12098,china-airlines,Andy Lin,Canada,Vancouver to Beijing really needed to upgrade their cabin entertainment systems. The controls were dirty and buttons was unresponsive. Their food was awful. All of my baggage was delayed during the round trip. Never flying Air China again.,Economy,4,4,3,1,1,2,1,2014,0
21850,34075,sunwing-airlines,M Stephens,Canada,My issue stems from what is essentially a bait and switch scheme used by the carrier. On September 28 2013 I paid for a direct flight from Vancouver BC to Huatulco Mexico leaving March 18 2014. On February 10 2014 by email the carrier changed the flight to include a stopover in Calgary effectively adding over three hours on the plane each way. Sunwings position is that I got a direct flight as I did not change planes in Calgary and that what I was really looking for was a non-stop flight. Notwithstanding that from a travellers point of view the difference in nomenclature is without distinction. It effectively says do not rely on Sunwings advertised flight schedules. I paid a premium price for a direct flight. I did not receive what I paid for.,Economy,1,1,2,1,1,2,5,2014,0
13314,18959,hainan-airlines,M Sun,Hong Kong,PEK-YYZ. Business Class. Hainan uses the KLM lounge in YYZ which was very standard. Seats in 1-2-1 configuration new business class. Breakfast was adequate Lunch was nice - western dishes and dinner I chose Chinese dishes which were the best I had on the fight. Entertainment was nice but a little bit cheesy. The seats are comfortable. Would definitely recommend.,Business Class,8,4,4,4,3,4,12,2012,1
12969,18521,garuda-indonesia,T Nielsen,Sweden,The flights we made were above our expectations. The ground staff were friendly staff on board were extremely friendly the flights were on time. The aircraft was new and in excellent condition. Service onboard was excellent and the food on domestic flights was like the good old days in Europe. We flew economy and the leg room was excellent!,Economy,9,5,5,4,3,5,11,2013,1
6302,8707,avianca,Maribel Lopera Sierra,United States,Flew MDE-JFK on flight AV 42 21st June 2014. It is not worth flying Business Class. The seat is extremely uncomfortable especially if performing a night long-flight where your utmost interest is trying to sleep. There is no VIP lounge in the International aeroport of Medellin. The crew cannot be nicer but their disregard for the basic concepts of business class service is regrettable and even more the lack of consideration when you make a complaint due to the disservice is shocking. The lack of international standards in service makes you wonder why didn't you fly coach!,Business Class,2,1,3,0,0,2,7,2014,0
26901,40608,vueling-airlines,C Hermoso,Switzerland,I used 2 Vueling flights yesterday between Seville-Barcelona and Barcelona-Zurich. The first flight was of a good standard as good or better than easyJet but the second leg of the flight was not what one would expect from a established serious airline. The boarding at Barcelona into a sub-contracted plane from Orbest (grupo Barcelo) was badly organized by unmotivated/poorly trained ground staff the leg room between seats was smaller that in the Seville flight the cabin staff could not cope with the overall services provided (printed prices for food/drinks were for Orbest passengers) they could not provide cold Cava and instead of published Orbest prices higher Vueling prices were charged. Flight left 15 mins late and docking gate at Zurich was at the far end of the runway (20 min walk to the exit. The whole flight was a very poor experience and poor value for money. I believe passengers should be refunded part of their original Vueling ticket cost when a sub-optimum alternative flight arrangement is provided. I shall give Vueling flights a rest for a while and will continue using easyJet which is run in a more professional manner.,Economy,2,1,2,2,0,0,8,2014,0
16442,24548,lufthansa,M Tushishvili,France,I had the flight Paris-Tirana-Paris via Munich last month. Lufthansa offers very good European product. Both flights arrived on time and Lufthansa provides nice clean aircraft's with very friendly cabin crew. I am very much pleased with the generous leg room in comparison with low cost companies. This is very much appreciated! In terms of the food I have only one comment since Lufthansa gives sandwiches which used to be very tasty. Now they gave us the cheese sandwich which was full of unidentified cream and mayonnaise. It was so stodgy and unpleasant. I hope that the management will make appropriate actions to distribute healthy simple food in the future. Overall Lufthansa is my first choice and it is recommended without hesitation for European routes.,Economy,8,5,5,2,1,4,12,2014,1
25886,39343,vietnam-airlines,B Akpabio,United Kingdom,Flew London to Hanoi and Saigon to London both in business. As a counter to some of the negative reviews both flights were excellent. Sure the cabin felt a bit tired and there was no lie flat bed but food and drink were good and plentiful and service both ways particularly the return was incredibly attentive. The entertainment was limited. Outbound we were offered iPads which were far superior to the armrest screens on the return. Nice touches included dedicated business class buses to and from the aircraft. All in all I had an excellent experience. If you go expecting something comparable to one of the five star airlines you may be disappointed but it was good value and will happily travel with them again.,Business Class,9,4,5,5,3,5,11,2014,1
25865,39320,virgin-america,Gilbert Schwartz,United States,Flew SFO-FLL on 3/17/14 first class (seats 1 AB). Check-in at SFO was fast and efficient and took only a few minutes with no one in front of us. The lounge at SFO is futuristic but unattractive with an overdose of reds and blacks and uncomfortable seating. Boarding was quick with no problem. The flight crew was aloof and seemed preoccupied. They all wear street clothes. Although well attired - no uniforms? It appears very unprofessional and exudes little confidence. There is no closet for garments. I was told to store my jacket in the overhead bin - really? In first class? Food service was mediocre at best. A choice of two appetizers and two entrees. We ordered the rice noodles main course and as I don't expect anything close to gourmet food the food was cold and inedible. The flight attendant was nowhere to be found although seen frequently during the flight sitting in the jump seat in the galley. Although dessert was included as part of the meal service none was provided. I emailed customer service with my comments and received no reply which I find inexcusable.,First Class,2,3,2,2,4,3,4,2014,0
15365,22919,klm-royal-dutch-airlines,Phil Elderton,United Kingdom,MSE-AMS-ABZ. Tried the new KLM service from Manston (Kent International) to Amsterdam then connecting to Aberdeen. MSE is a tiny airport with KLM sole operator check in security and loading was such an easy process. Flight time was only 35 mins in Fokker 70 jet. Comfortable and staff very attentive for such a short flight. Connection in Amsterdam seamless. Was going to fly BA from Heathrow but from where I live the option of flying from a UK airport to another UK airport via the Netherlands was quicker and cheaper. Have booked to go to Lima via MSE/AMS as a result.,Economy,10,4,4,0,0,4,9,2013,1
9298,12705,china-southern-airlines,K Oliver,Australia,14-29 August 2013. After reading mostly negative reviews for this airline I felt the need to add my own review. We have recently flown from Perth to Guangzhou return and cannot fault them. Staff were as good as any other airline we have used (as was the food) and the modern plane was a pleasure to travel in. Fantastic value for money (saved us approx $500 each on our journey).,Economy,8,4,4,4,4,5,9,2013,1
26830,40513,virgin-atlantic-airways,L Jameson,United Kingdom,I flew LHR-DEL 20 Jan returning 30 Jan both times on Champagne Belle (A330-300) this aircraft is the best VS one I have travelled on with good seats and it seemed more leg room than usual. The cabin crew were superb providing me with braille safety cards (a first!). Two truly fantastic flights without the above and beyond we received.,Economy,10,4,5,5,5,4,2,2014,1
20346,30447,scoot,N Sushko,Australia,Gold Coast to Singapore return early May. Left on time both directions. Got yellow seats for extra space and it was worth it for additional leg room. Can't complain at all. Service was good and efficient. Meals are ok not perfect but adequate. Check in both ways was efficient and friendly without long lines even the plane was full both ways. Paid extra 5 dollars at Singapore for early check in and spent nice time at Singapore airport which is amazing! Luggage arrived safely too. Great service and price - will use again!,Economy,9,4,4,3,0,5,6,2013,1
13866,19903,iberia,M Sinko,Australia,"IB3926 Madrid to Gran Canaria / Las Palmas Business Class on 9 Feb 14 on an A320. It was actually an Iberia Express flight. Having just come off a BA flight to Madrid and experienced their Business Class I wasn't expecting much from Iberia Express and as a result I wasn't disappointed. What is it with airlines that give you a middle seat spare but otherwise everything else is economy. Seat pitch - about 30 inches at best no inflight entertainment some abysmal horrible tasting fish in an inedible orange sauce of some sort and the person in front reclining into your face. That's not Business Class. That's just economy with a ""luck of the draw"" spare seat next to you.",Business Class,2,1,3,1,1,1,2,2014,0
2335,3089,air-china,Geraldine Gold,United Kingdom,"London to Sydney return via Beijing. A cheap flight and lived up to cheap expectations. Very friendly check-in at Heathrow and Sydney. Chinese staff do not speak much English. Meal selection was ""Chinese"" or ""Western"" with menus offered on only Heathrow-Beijing and Beijing-London sections. No snacks in between meals and no amenity bag. Drinks were revolting - no ice and tea is warm and stewed black tea. Coffee has milk powder to add. Announcements in English impossible to understand Captains' English was good on all flights. Overall it lived up to expectations with good entertainment and the food was okay. Due to poor English and lack of assistance from staff I would not recommend or fly again with this airline.",Economy,5,4,1,2,4,4,2,2012,0
10294,14856,emirates,Joern Sauer,Australia,"Delayed by 10 hrs found out accidentally after check-in when I noticed the boarding pass of the connecting flight showing 19.50 instead of 09.50 (initially thought it was a misprint). No active QF communication as they got my email and mobile number or why on earth did they not delay my flight to Dubai for 10 hours. Later I found out passengers booked under EK flight numbers were reshuffled to other EK connecting flights, passengers under Qantas had to see the QF counter in Dubai (see below). Flight service was extremely poor from FRA to Dubai, took 3 hrs to finish service, whole seat rows were forgotten to service and they could not fix this for 20 minutes (usually they do this instantly). Drinks were not delivered with the meal but well after, EK service has gone dramatically downhill. On arrival in Dubai plane was parked on roll field and we had the longest air field tour ever. It took 20 minutes in a barely air-conditioned bus with 38 degree outside temperature to arrive. Once the building was reached a big queue on incoming security check. Some passengers on tight connections got very nervous and I doubt they made it. Trying to find a QF counter at Dubai airport was a nightmare as the maze at this airport is indeed amazing. It took me 45 to get to the right concourse after 4 stops at info counters as no relevant signs exist. Some people told me it took them 2 hrs to get there from touchdown. Another 15 minutes to find the right exit and shuttle stop, just missed a shuttle to the express hotel - next one was only 30 minutes later. So from touchdown to arriving at the hotel nearby took 2.5-3 hrs and I walked about just short of 2km including all the extra steps trying to find the counter way. After 6 hrs or so I tried to make my way to the shuttle but long queue and not enough seats and full so had to push the hotel to organise quicker returns as a few groups were waiting also. At the same time the flight was pulled forward some 40 minutes so for those relying on the boarding pass time printed on the boarding pass was very tight, although it did not matter as another delay. Service on the Dubai–Sydney sector was good apart from the annoying new approach to service where everything is given separately, i.e. cutlery one pass, tablet, main meal, desert and drinks – wonder who came up with that stupid idea? This whole experience was quite amazing and makes you realise how tricky things can get and thinking about passengers who are not able to easily walk about 2 kms or do not speak English well enough to follow the maze of instructions to even get to a Qantas counter – they would have had no chance and it makes you realise how easy a connecting flight through e.g. Singapore on the same airline is.",Economy,1,2,1,1,3,2,7,2015,0
3552,4793,air-serbia,L Kunz,Czech Republic,PRG-BEG BEG-VIE - operated by older ATR planes little bit noisy but ok BEG-LCA IST-BEG - operated by Airbus airplanes - new comfortable. During 3 flights snack served (sandwich cookie small bottle of water + another drink - very enough for such short flights) to LCA meal served (salad meal dessert). One hour delay to LCA (30mins to solve the problem that 2 passengers had same seat on their boarding card) the other flights on time. On way from IST to VIE we had about 1 hour to change in Belgrade it was enough even for our luggage so don't worry. For money they asked for all tickets they offered more than I expected. I would fly with Air Serbia again.,Economy,9,4,5,5,3,5,9,2014,1
3120,4123,air-malta,Richard Brown,Malta,"Malta - LHR- Malta. Having had some very good trips with Air Malta recently this last trip showed a marked fall in standards. On outbound flight from Malta hand luggage was weighed (first time this has happened in business class) apparently due to ""a change in procedures"". My ten year old daughters were asked their age in the La Vallette lounge despite having business class tickets and there was little room for luggage by the time we boarded the plane. Breakfast on board was a sad affair with the nasty frankfurter sausage having made an unwelcome return. The Crew however were fine. The return flight out of LHR was less joyous. We were treated to an unintentional and lengthy display of origami by the check-in agent writing folding our lounge invitations (Why cannot the boarding passes simply be used for lounge access?) and a whole wad of questions about my wife's visa which is perfectly valid. Thank goodness for the Etihad lounge - a truly professional and quality experience but the joy ended there. The flight was full and service was very slow with dinner not being served until we were well over Nice. When it came the chicken was tough and overcooked and the dessert was unrecognizable either by looks or by taste. The stewardess was stretched whilst the purser sat behind the curtain doing absolutely nothing until late into the flight. Wine and Champagne were all served in tumblers (a pet hate) and the seats themselves are very uncomfortable for a flight where most passengers want to sleep. Priority luggage on Air Malta is also a joke when it comes off with all the other luggage. This is not unique to Air Malta but on a recent Emirates flight it really worked properly. Flying again on 23rd to London so keeping fingers crossed that things will improve.",Business Class,3,1,3,1,2,3,12,2013,0
22310,34701,swiss-international-air-lines,T Tomaso,Italy,"FLR-ZHR-MIA and back on a 777 the available space for the legs is very tight and the seat is small. Staff depending on the mood some of them are rude with the typical ""German"" kindness. Entertainment system is adequate. Good web-check in system. Fare was really competitive.",Economy,7,3,3,3,4,4,1,2014,1
13573,19456,iberia,J Bacallado,Spain,MAD-JFK. Full flight plane boarded on time by group numbers. Once on board new economy seat fine personal IFE. Departed on time. FA mediocre not very friendly. Food served: horrible lunch snack prior to arrival was better. FA served water during the flight. Arrival on time on a taxi 30 mins after arrival.,Economy,6,4,3,3,5,3,3,2015,1
13634,19545,iberia,B Petr,Czech Republic,"Flew recently once again with Iberia on Prague - Madrid route. I was waiting for one more experience before writing this review to be sure is more objective. I was once again very happy with my flight. Plane new but unfortunately without air show. Generous seat pitch which made up for the European ""middle seat empty"" configuration. Crew excellent and professional. Not many smiles but every wish attended immediately and without hesitation. Food excellent. Hot lunch served. This time excellent veal burger with foie gras mousse and truffle salad cheeses and cake. Flying Czech Airlines before on this route I know they do serve only very small cold snack on this three hour flight and charge the same. I am so happy that I have switched and will continue to do so if flying to Madrid.",Business Class,10,4,4,5,0,5,1,2015,1
7279,10258,brussels-airlines,J Worthington,United Kingdom,Flew Manchester to Brussels at 06.30 in economy class for business during the cold and snowy 2010 winter. I was expecting delays but check-in staff at the boarding gate had no information as to when the flight would be ready to depart. When finally on the Avro RJ85 aircraft we had to wait for the plane to be defrosted for over 45 mins and then we were put to the end of the queue for take-off. Flight attendants were ignorant and inattentive. Bad flight maybe due to the earliness of the flight and the bad weather. I do however stay loyal to Brussels Airlines due to their great brand image and other reviews.,Economy,5,3,1,0,2,3,1,2012,1
14291,20676,jet-airways,S Talbot,United Kingdom,Booked flights to Kathmandu via Delhi as did my niece - the outbound journey was a nightmare. We are both registered disabled with mobility problems - at Heathrow check-in we were promised 3 seats in order for us to stretch our legs. On both flights we were given 1 seat each rows apart with hardly any leg room. The seatbelt light was kept on most of the 1st long-haul flight so we weren't able to stand or use the toilet for hours at a time. The trip back was a dream the cabin crews were so attentive and on the Delhi to London leg we were both given 4 seats at the back so we could lie down. My advice to anyone with a disability would be to email customer services prior to booking detailing your needs. To anyone else I'd say Jet Airways isn't too bad considering the reasonable price of flights if you're a fussy eater and don't like spicy food take a packed lunch and take a cushion as the seats aren't very comfy.,Economy,5,3,4,1,1,3,10,2014,1
23212,35888,thomas-cook-airlines,H Aldirmaz,United Kingdom,I have been travelling 3-4 times a year with Thomas Cook for the last 5 years. Have had 1 delayed flight during this time. I'm going back to Turkey again to visit family in the summer. Thomas Cook prices seem to be more expensive than other airlines but I might be willing to pay the extra as I have no problems with Thomas Cook. Also travel with 2 kids!,Economy,10,3,5,4,3,4,4,2014,1
26666,40294,vueling-airlines,Eriq Talyk,Norway,"Sitting here right now, the flight is already 2 hours delayed, its been techno and rave in the speakers since we boarded, which is great when everyone is trying to find your reserved seat which is already occupied, and after an hour here, still no info to why we still on the ground. At least drinks and food is being handed out before we even take off, so its going to be an intresting lift-off. The whole plane smells. I'm happy I dont have any connecting flights from Barcelona.",Economy,1,1,1,1,1,2,7,2015,0
17497,25913,malaysia-airlines,C Tay,Australia,Flew Business from London to Perth and thought the overall experience was good. The seats were better than I expected after reading this forum and the service staff on my flight were all polite and helpful. Food was excellent. The only main negative point was that the inflight entertainment was rubbish compared to what you get on other airlines. A real disappointment especially when flying long haul.,Business Class,8,4,4,4,2,4,10,2013,1
23551,36286,thai-airways,A Acosta,United States,BKK-FRA A340. Not what I expected left disappointed. No personal AVOD makes for a long 11 hour flight. Service from FA's was average took late night flight so I don't recall food quality probably slept through it. Aircraft was worn but clean ladies received orchids upon departure. Probably won't fly Thai Air in the future. I do recall seats being very thin and uncomfortable.,Economy,4,2,2,3,1,3,5,2013,0
24057,37057,thomson-airways,Theo Williams,United Kingdom,Manchester to Cancun we were ready for take-off when a fault was discovered. We taxied back to the terminal then left on the aircraft without water or food for 3.25 hours whilst the engineers tried to fix the problem. We were then disembarked and bussed back to the terminal without Thomson representation or any advice or guidance on next steps. Eventually we were asked to collect our baggage and stayed at the airport hotel until the following day. We flew out eventually 23.5 hours late. The service throughout was non-existent with a catalogue of promised updates that didn't come alongside receiving no updates or advice when it should have been due or apology. To add insult to injury once we did get under way food and gift options had been forgotten.,Economy,3,3,2,3,1,2,5,2013,0
13116,18706,garuda-indonesia,Margo Ajie,Australia,MEL-CGK on refurbished A330-300. Seating comfortable leg room is much better than the newer A330-200. Departing MEL delayed 25 minutes but arrived CGK on time. Smooth flight. FA attentive and helpful. Would expect more movie selections. Catering needs to improve. The nice touch of ice cream was gone and be replaced by a muesli bar. Overall good direct flight MEL-CGK.,Economy,7,4,4,3,4,4,12,2012,1
19124,28477,qatar-airways,J Smith,United States,Madrid to Dubai and Muscat to Brussels in Economy and Business classes on various segments. Everyone from ground staff to flight crews was friendly and courteous. Free meals and alcohol were served even in economy class. Personal seatback TVs had a massive selection of films. The flight crews made numerous drink runs throughout the long-haul flights - again this is Economy Class - offering refills even more free alcohol and fresh water. The leg room was very generous the seats extremely comfortable. This airline makes carriers from the USA and even Europe look very bad by comparison.,Economy,10,5,5,5,5,5,1,2015,1
216,292,aeroflot-russian-airlines,Hitender Mehandiratta,India,I took a flight from Netherlands to New Delhi via Moscow airport dated 16th December. I read all the reviews and statistics to check the possibility of any flight cancellation. Most of the reviews were negative but the stats were sound showing there were not significant delays. I was primarily hoping for 2 things 1). On time flight 2). Safe arrival of luggage. The flight from Amsterdam airport to Moscow (2 hours time) didn't had inflight entertainment. The other flight from Moscow to New Delhi (6 hours 20 minutes duration) had good inflight entertainment system. The quality of food was OK was not at its best. There were no delays in the connecting flights. I had to board from Terminal E to Terminal F which was nearby some 700 meters walking distance. However there were some issues with Moscow Airport - i). To my wonder the security staff was missing and the passengers had to wait for odd 20 minutes. They came scanned the handbags and put stamp on 'boarding pass' ii). the mini trolleys which are otherwise freely available on Amsterdam airport were simply unavailable. The passengers carrying hand bags had to face difficulty in rushing between terminals iii). The sign boards in Moscow airport are not mountedpositioned at appropriate locations. The travelers sometimes have to take U turn to go the correct direction.,Economy,8,4,5,3,4,5,1,2015,1
11249,16019,etihad-airways,Eileen Thomas,United Kingdom,Dublin to Bangkok. For a family holiday four adults two children a special trip because it is my sixtieth birthday. This is one of the worst airlines that I have travelled on. The staff looked tired and unhappy they WERE unhelpful and unfriendly - flight nanny only seen once. Food horrible service non-existent. This was very disappointing because I have travelled with this airline before. When leaving the aircraft I said to the male attendant this was one of the worst flights I have had his reply was have a nice day.,Economy,1,1,1,1,1,1,3,2015,0
7949,11156,british-airways,Harris Lisa,United Kingdom,Just taken a BA flight LHR-JFK rtn. Outstanding service staff went above and beyond to make us comfortable. The cabin director found out it was my Dad's 60th birthday and gave him a bottle of champagne to take away. Very friendly and nothing too much trouble. We flew on older 747 and newer 777 with latest interior - both very comfortable plenty of leg room and entertainment great. Screen on older aircraft a little small but much better on newer. Food was the best I had on any airline. Restaurant quality without a doubt.,Premium Economy,10,5,5,5,4,5,7,2014,1
15415,22973,klm-royal-dutch-airlines,Jan Willems,Luxembourg,LUX-AMS-Almaty return all in 48 hours. Booked economy extra seat 10B a bargain at EUR 67 per flight so ample legroom well worth the money. A330 rather new good and generous catering decent IFE but most of all excellent crew who seem to spot passengers in economy with FF-status. KLM beats Lufthansa hands down in this route in flying experience a pity they do not fly to Almaty daily. Already alone for the crew experience I would not doubt to fly KLM again.,Premium Economy,9,4,5,4,3,5,8,2013,1
8639,11906,china-airlines,P Pomeranze,United States,Beijing to Shanghai Business Class June 21. Despite both ATC and weather delays (neither of which were the carriers fault) we had a really good experience. Flight was operated by an A330 which was internationally configured as it was continuing to Melbourne. Very comfortable seating good entertainment including camera's and maps and a very decent snack. Crew were efficient and kind although not overly warm and they were inconsistent in their enforcement of safety regulations i.e. Cell phones on and seat backs up. The female crews seemed hesitant to enforce correct behavior of Chinese men. All in all a very good professional experience.,Business Class,9,5,4,4,5,5,6,2014,1
25236,38556,united-airlines,L Hollaway,United States,I flew UA Spokane WA to Denver CO and flight staff were late for work so slight delay. Plane was crowded but staff pleasant. Got to Denver landed at Gate B1 and had to run to Gate B95 because I had 5 mins to catch my next flight also UA. Finally got to my gate to find it was changed and there was a delay for half an hour. This turned into a two hour delay as they kept extending it. Plane was very crowded and tiny seats staff were friendly enough served cold coffee. I was lucky as everyone I sat with had a UA flying horror story. All in all it could have been worse. I thought staff being late was rather tacky. I think I will fly Delta next time.,Economy,3,1,4,3,1,2,7,2014,0
27280,41210,wizz-air,J Leigh,United Kingdom,I travelled from Bourgas/Luton 2 weeks ago on what seemed like a new plane. It was the most uncomfortable ride I have had on a plane. The seats did not recline and you were sat upright all the time. The leg room has been cut down they have done away with then recess to put your bits and pieces in and the food tray has no dip for a drink consequently drinks are sliding about all the time and you are forced to hold it in your hand. The seats were not made of fabric but some kind of leatherette material and were hard. All this I presume is to get a few more seats in and make more money.,Economy,2,1,3,3,0,2,10,2012,0
12267,17329,finnair,Antony Miller,United Kingdom,Heathrow-Helsinki-Heathrow AY 840 AY 3125 2 Jan and 6 Jan. Customer handling punctuality service and catering are all faultless but Finnair Business Class has a certain style which is very calm measured and Scandinavian. You are made to feel more like a guest at a charmingly managed dinner party than passengers in an aeroplane. I look forward to my next flight.,Business Class,10,4,5,5,1,5,1,2014,1
17400,25754,malaysia-airlines,J Teoh,Australia,LHR-KUL-SYD in Business class. LHR-KUL on the A380. Check-in agent at LHR very friendly and advised of fast-track through security and location of lounge. First class lounge (due to OneWorld Emerald status) very nice with great views of the tarmac and having a good selection of food at the buffet stand. A-la-carte menu was of excellent quality. The staff at the lounge were very helpful friendly and accommodating making the experience a complete pleasure. Priority boarding not quite what it should be as there is a boarding gate for business class passengers and economy passengers on the upper deck who board together and a separate boarding gate for first class passengers and economy passengers on the lower deck. Despite this boarding was relatively quick orderly and efficient. Non-alcoholic pre- departure drinks offered. Flight was delayed due to a crew member being injured prior to departure and they had to wait for a replacement crew to arrive. Seat was very comfortable in both the sitting and flat positions. There was also plenty of storage space for personal items. Good selection of IFE with a reasonable amount of latest releases. Cabin crew were excellent on this sector. They were very friendly and helpful throughout the flight. Pre-ordered meal through their Chef-on-call service was honoured. Quality of meals on this sector was quite good. Flight arrived late into KUL but some time was made up in the air. However it meant that the connection for the flight to SYD was still a bit tight. KUL-SYD was on a new A330-300. This flight was held back to ensure that connecting passengers and their luggage made it onto the flight which was much appreciated. Cabin crew again were great on this flight. My pre- ordered meal was honoured and it was excellent. This was probably the best steak I've ever had in the air! The satay of course was excellent. IFE similar to what was on offer on the A380 flight from LHR to KUL. The seat is comfortable in the sitting position but not so much in the angled flat position. Storage space for personal items is very poor on these seats. Flight arrived an hour late into SYD. Check-in luggage did make it through but did not come out first. However I was just glad that the luggage made it to SYD. Overall a great experience and one that I will continue to use due to the consistency of service standards and good value for money.,Business Class,10,5,5,5,5,5,11,2013,1
